# CMS-HCC V28 ICD-10 -> HCC crosswalk, 2026 midyear/final model software — source: https://www.cms.gov/files/zip/2026-midyear-final-model-software-python.zip
# 8933 mappings. Columns: code, HCC, label, age/sex condition. Regenerate with scripts/build_reference.py
C16.0	HCC20	Lung and Other Severe Cancers	
C16.1	HCC20	Lung and Other Severe Cancers	
C16.2	HCC20	Lung and Other Severe Cancers	
C16.3	HCC20	Lung and Other Severe Cancers	
C16.4	HCC20	Lung and Other Severe Cancers	
C16.5	HCC20	Lung and Other Severe Cancers	
C16.6	HCC20	Lung and Other Severe Cancers	
C16.8	HCC20	Lung and Other Severe Cancers	
C16.9	HCC20	Lung and Other Severe Cancers	
C17.0	HCC20	Lung and Other Severe Cancers	
C17.1	HCC20	Lung and Other Severe Cancers	
C17.2	HCC20	Lung and Other Severe Cancers	
C17.3	HCC20	Lung and Other Severe Cancers	
C17.8	HCC20	Lung and Other Severe Cancers	
C17.9	HCC20	Lung and Other Severe Cancers	
C18.0	HCC22	Bladder, Colorectal, and Other Cancers	
C18.1	HCC22	Bladder, Colorectal, and Other Cancers	
C18.2	HCC22	Bladder, Colorectal, and Other Cancers	
C18.3	HCC22	Bladder, Colorectal, and Other Cancers	
C18.4	HCC22	Bladder, Colorectal, and Other Cancers	
C18.5	HCC22	Bladder, Colorectal, and Other Cancers	
C18.6	HCC22	Bladder, Colorectal, and Other Cancers	
C18.7	HCC22	Bladder, Colorectal, and Other Cancers	
C18.8	HCC22	Bladder, Colorectal, and Other Cancers	
C18.9	HCC22	Bladder, Colorectal, and Other Cancers	
C19	HCC22	Bladder, Colorectal, and Other Cancers	
C20	HCC22	Bladder, Colorectal, and Other Cancers	
C21.0	HCC22	Bladder, Colorectal, and Other Cancers	
C21.1	HCC22	Bladder, Colorectal, and Other Cancers	
C21.2	HCC22	Bladder, Colorectal, and Other Cancers	
C21.8	HCC22	Bladder, Colorectal, and Other Cancers	
C22.0	HCC20	Lung and Other Severe Cancers	
C22.1	HCC20	Lung and Other Severe Cancers	
C22.2	HCC20	Lung and Other Severe Cancers	
C22.3	HCC20	Lung and Other Severe Cancers	
C22.4	HCC20	Lung and Other Severe Cancers	
C22.7	HCC20	Lung and Other Severe Cancers	
C22.8	HCC20	Lung and Other Severe Cancers	
C22.9	HCC20	Lung and Other Severe Cancers	
C23	HCC20	Lung and Other Severe Cancers	
C24.0	HCC20	Lung and Other Severe Cancers	
C24.1	HCC20	Lung and Other Severe Cancers	
C24.8	HCC20	Lung and Other Severe Cancers	
C24.9	HCC20	Lung and Other Severe Cancers	
C25.0	HCC20	Lung and Other Severe Cancers	
C25.1	HCC20	Lung and Other Severe Cancers	
C25.2	HCC20	Lung and Other Severe Cancers	
C25.3	HCC20	Lung and Other Severe Cancers	
C25.4	HCC20	Lung and Other Severe Cancers	
C25.7	HCC20	Lung and Other Severe Cancers	
C25.8	HCC20	Lung and Other Severe Cancers	
C25.9	HCC20	Lung and Other Severe Cancers	
C26.0	HCC22	Bladder, Colorectal, and Other Cancers	
C26.1	HCC22	Bladder, Colorectal, and Other Cancers	
C26.9	HCC22	Bladder, Colorectal, and Other Cancers	
C30.0	HCC21	Lymphoma and Other Cancers	
C30.1	HCC21	Lymphoma and Other Cancers	
C31.0	HCC21	Lymphoma and Other Cancers	
C31.1	HCC21	Lymphoma and Other Cancers	
C31.2	HCC21	Lymphoma and Other Cancers	
C31.3	HCC21	Lymphoma and Other Cancers	
C31.8	HCC21	Lymphoma and Other Cancers	
C31.9	HCC21	Lymphoma and Other Cancers	
C32.0	HCC21	Lymphoma and Other Cancers	
C32.1	HCC21	Lymphoma and Other Cancers	
C32.2	HCC21	Lymphoma and Other Cancers	
